id_carta,id_mazo,numero_copias,banquillo
11332,39,2,f
17528,39,1,t
17411,39,4,f
43382,39,3,t
32214,39,1,t
33406,39,2,t
33956,40,4,f
28500,40,4,f
7041,40,2,f
27438,40,3,t
23499,40,4,f
447,40,1,f
1782,40,2,f
37846,40,3,f
10115,40,1,f
35818,40,1,t
21439,40,4,t
8886,40,2,f
123,40,4,t
9533,40,2,t
36777,40,1,f
24384,40,3,f
45237,40,3,t
33916,40,2,t
9709,40,2,t
23060,40,4,t
37755,40,1,t
12647,40,4,t
17988,40,4,t
22540,40,1,f
17548,40,3,f
419,40,1,f
15181,40,1,f
2303,40,3,f
6841,40,4,f
14144,40,3,f
37971,40,3,f
40635,40,3,f
31758,40,2,f
30688,40,3,f
27322,40,2,t
3858,40,1,t
45613,40,2,f
5679,40,2,t
7819,40,2,t
30272,40,3,f
25616,41,2,f
39810,41,4,t
13972,41,1,f
23713,41,3,t
20916,41,4,t
18716,41,3,f
25576,41,2,t
20798,41,2,f
2187,41,2,f
28761,41,3,t
39621,41,4,f
9887,41,4,t
10572,41,2,f
2310,41,1,f
2044,41,2,t
26470,41,4,t
35521,41,2,t
7210,41,2,f
37841,41,4,f
31448,41,2,t
11834,41,1,t
27029,41,4,f
11831,41,3,t
23103,41,4,f
8117,41,2,f
12028,41,1,t
32755,41,3,f
19097,41,4,t
34974,41,2,t
3590,41,1,t
30295,41,1,f
44901,41,4,t
39375,41,2,f
12594,41,3,f
11636,41,3,f
1036,41,2,f
7635,41,4,t
36940,41,1,t
16078,41,1,f
25900,41,2,t
27464,42,1,f
3122,42,4,f
5165,42,4,f
7250,42,3,t
36677,42,2,t
42812,42,1,f
25695,42,4,f
44310,42,2,t
35559,42,2,f
4694,42,3,t
45307,42,4,t
24886,42,2,f
24481,42,4,t
3433,42,3,t
31667,42,3,f
15183,42,1,t
10089,42,2,f
40750,42,2,t
5138,42,1,t
23181,42,3,f
37706,42,2,f
33035,42,3,t
44254,42,2,t
21760,42,1,f
30576,42,2,f
36986,42,2,f
28034,42,1,f
27844,42,1,f
8592,42,3,t
5917,42,2,t
825,42,2,t
12503,42,1,f
44544,42,1,t
23434,42,2,f
25389,42,3,t
31430,42,1,f
38351,42,3,t
42208,42,3,f
42571,42,3,f
13943,42,2,f
22733,43,1,t
35104,43,4,t
24173,43,2,f
14349,43,1,t
32967,43,1,f
43440,43,3,f
19178,43,4,t
33119,43,2,f
23531,43,1,t
707,43,3,f
9281,43,1,t
13782,43,1,t
27991,43,2,f
25743,43,2,f
7914,43,4,f
1214,43,3,t
13649,43,1,f
36505,43,2,f
6851,43,4,t
14663,43,4,f
18428,43,4,t
22276,43,4,f
4910,43,2,f
25273,43,2,t
5955,43,1,t
6512,43,2,t
14297,43,4,f
6266,43,3,t
16037,43,1,f
9703,43,4,f
17773,43,2,f
34972,43,4,t
17018,43,3,f
23091,43,4,f
31734,43,2,t
17621,43,2,f
34278,43,1,f
6316,43,2,f
32608,43,2,t
36816,43,4,t
23596,44,2,f
6605,44,3,f
33163,44,1,t
43376,44,2,f
11978,44,4,t
32330,44,1,t
24345,44,4,t
36113,44,2,f
22735,44,3,f
17525,44,3,t
20622,44,4,f
27375,44,4,t
26270,44,1,f
42262,44,3,f
30117,44,2,f
36134,44,1,f
19575,44,1,f
44384,44,4,t
16096,44,3,t
44606,44,2,t
39236,44,4,t
4608,44,3,t
14849,44,4,f
38539,44,3,t
42200,44,1,t
13504,44,2,t
7554,44,4,f
15012,44,2,f
42613,44,2,f
13319,44,3,t
27424,44,1,f
23414,44,2,t
36969,44,1,f
36432,44,1,t
31752,44,2,t
38575,44,4,t
31834,44,3,t
9257,44,2,f
18614,44,3,f
29388,44,1,t
580,45,4,t
45389,45,4,f
39628,45,3,f
25422,45,3,t
15326,45,3,t
6370,45,3,t
23761,45,3,f
26189,45,2,t
9,45,1,f
39763,45,1,f
29159,45,2,f
30518,45,1,t
24737,45,4,f
10869,45,3,t
30850,45,2,f
24980,45,1,t
34285,45,2,f
21880,45,3,t
30546,45,3,f
34712,45,3,f
30848,45,1,f
11100,45,3,f
38227,45,2,f
37584,45,2,f
21561,45,4,t
8111,45,4,f
39072,45,4,f
1651,45,4,t
8986,45,3,t
9850,45,3,t
43036,45,2,f
234,45,1,t
17839,45,2,f
2549,45,4,f
17262,45,2,f
1186,45,2,f
307,45,3,f
33795,45,3,f
31846,45,1,t
39480,45,4,f
929,46,2,t
6225,46,4,t
13926,46,2,f
13616,46,4,t
15166,46,3,t
22785,46,2,t
24655,46,1,f
31642,46,4,t
40457,46,3,f
9739,46,4,f
42278,46,3,t
23800,46,1,f
45637,46,1,f
40886,46,1,f
9066,46,3,f
16615,46,3,t
18493,46,3,t
35239,46,1,f
39296,46,3,f
13360,46,4,f
23358,46,3,f
1084,46,3,f
20846,46,1,f
28176,46,4,t
11244,46,2,f
16273,46,3,f
23974,46,3,f
10234,46,2,f
28299,46,4,f
38039,46,1,t
30282,46,3,f
21616,46,2,t
13462,46,2,f
39752,46,2,t
38299,46,3,t
35521,46,3,t
39760,46,3,t
5222,46,3,t
13699,46,2,f
29229,46,2,f
40799,47,2,t
2994,47,2,f
11944,47,1,t
17436,47,3,t
5381,47,2,t
11731,47,3,f
40508,47,3,f
38705,47,1,t
31929,47,2,t
39779,47,4,t
2581,47,1,f
38402,47,2,t
4325,47,1,f
616,47,3,f
34256,47,3,f
38802,47,4,f
9599,47,2,t
44087,47,1,t
6812,47,3,f
21914,47,1,t
41688,47,1,f
32835,47,1,t
36836,47,1,t
40986,47,3,t
17539,47,1,f
22957,47,3,t
37308,47,3,f
21276,47,4,t
601,47,1,f
27683,47,1,t
20688,47,2,t
27646,47,4,f
26174,47,4,t
41926,47,2,t
34993,47,1,f
40622,47,3,t
43362,47,1,t
4328,47,3,f
43308,47,4,f
45830,47,2,f
45071,48,4,f
34498,48,4,f
12150,48,4,t
31741,48,2,t
16533,48,2,t
39529,48,3,f
20270,48,4,t
13282,48,1,f
43356,48,3,f
1941,48,1,f
42253,48,3,f
21700,48,3,f
11634,48,4,f
4953,48,3,f
6769,48,4,t
41695,48,2,f
15473,48,3,t
2632,48,2,f
15399,48,3,f
883,48,1,f
36918,48,2,t
21806,48,1,t
36108,48,2,t
8314,48,3,f
41553,48,4,f
20758,48,2,f
20195,48,2,t
29802,48,4,t
10835,48,2,t
45023,48,3,t
32885,48,3,t
11688,48,3,f
25936,48,1,t
30112,48,2,f
43267,48,3,f
26662,48,3,t
15444,48,4,f
11831,48,2,t
27152,48,1,t
17762,48,3,t
21345,49,4,t
40909,49,1,t
29046,49,4,t
28033,49,4,f
22478,49,1,f
19434,49,1,t
24077,49,3,f
5362,49,4,t
22472,49,2,t
39991,49,1,f
8277,49,2,t
21770,49,2,t
13445,49,1,t
987,49,3,f
14884,49,1,t
2172,49,2,t
25089,49,4,t
4878,49,3,t
32294,49,2,t
8960,49,1,f
43191,49,3,f
33991,49,2,t
40586,49,1,f
27641,49,2,t
2653,49,2,f
25565,49,2,t
21955,49,4,t
39463,49,3,t
27454,49,1,t
6572,49,4,t
23120,49,2,f
30074,49,1,f
35187,49,4,t
1958,49,4,t
45434,49,4,t
29095,49,3,t
2859,49,4,t
2955,49,3,t
44506,49,3,f
19249,49,4,t
34837,50,2,t
35294,50,1,f
12053,50,1,t
40876,50,1,t
16793,50,4,t
18629,50,4,t
8285,50,2,f
30045,50,3,f
26942,50,3,t
441,50,1,t
12954,50,2,f
25278,50,2,f
17057,50,3,t
15347,50,4,f
7162,50,1,t
32214,50,2,f
24528,50,2,t
19116,50,3,t
37431,50,2,t
8536,50,1,t
32041,50,2,t
14784,50,4,t
17769,50,3,f
35024,50,3,t
16429,50,1,f
21885,50,4,t
35551,50,4,f
16426,50,2,f
35127,50,3,t
25852,50,3,t
4949,50,2,f
38421,50,1,f
31930,50,3,t
38457,50,4,f
18712,50,4,t
44791,50,4,t
33930,50,2,t
31793,50,2,t
23052,50,4,f
15653,50,4,f
11115,51,1,t
36549,51,2,f
45411,51,3,f
31359,51,1,f
3718,51,4,t
31551,51,4,f
36763,51,3,f
18765,51,3,f
34495,51,2,f
38643,51,1,f
27658,51,3,f
40965,51,3,t
31687,51,2,f
34037,51,3,f
44643,51,2,f
13086,51,2,f
14532,51,2,f
27223,51,3,t
1244,51,2,f
13853,51,4,t
21856,51,3,f
28525,51,2,t
18838,51,2,f
39755,51,4,t
37130,51,4,f
18235,51,2,t
15953,51,3,f
5604,51,4,t
45150,51,3,f
8450,51,1,t
34552,51,1,t
44653,51,3,t
15647,51,1,t
22877,51,4,f
38951,51,4,t
37809,51,2,t
45228,51,4,t
7877,51,1,t
17195,51,4,f
36163,51,3,f
37744,52,1,t
31705,52,2,t
22914,52,4,t
45231,52,2,t
15027,52,1,t
18654,52,2,t
35401,52,2,t
30141,52,1,f
24192,52,4,f
1038,52,3,f
3941,52,4,f
29313,52,4,t
32220,52,4,f
39133,52,4,t
10338,52,2,t
802,52,4,t
37055,52,3,t
19141,52,3,f
28868,52,2,f
38598,52,4,f
6764,52,1,f
4410,52,4,t
41823,52,1,f
2858,52,1,t
8908,52,1,t
3025,52,3,f
31080,52,1,f
39783,52,3,t
29189,52,4,f
2687,52,1,t
28281,52,4,t
15595,52,4,f
9463,52,1,f
15891,52,4,t
39250,52,1,t
18504,52,1,f
16573,52,1,t
8909,52,2,f
34932,52,1,f
16156,52,4,t
32354,53,4,t
25862,53,3,t
20031,53,3,t
16059,53,4,f
45004,53,1,f
35003,53,4,f
43441,53,1,t
45157,53,3,f
8408,53,4,t
24612,53,1,t
34532,53,4,t
6434,53,3,t
13931,53,4,t
31553,53,3,t
26418,53,2,f
26925,53,1,t
40534,53,3,f
3509,53,4,t
19768,53,3,t
18214,53,1,f
26492,53,3,f
7655,53,3,t
17797,53,3,f
4951,53,2,t
8617,53,1,t
3926,53,1,t
34822,53,3,t
2673,53,4,t
15867,53,3,t
27197,53,3,f
38598,53,1,t
20248,53,1,t
42321,53,2,t
19849,53,4,f
7942,53,2,f
2489,53,2,f
22709,53,3,f
26138,53,2,t
18132,53,4,f
11718,53,4,t
27946,54,4,t
13523,54,3,t
10780,54,3,t
21631,54,2,t
15073,54,2,f
23102,54,1,f
37418,54,1,t
7642,54,1,f
21848,54,2,f
38149,54,4,t
1568,54,1,f
24978,54,1,f
35813,54,3,t
1096,54,4,f
5752,54,4,t
28853,54,3,f
18756,54,1,f
44256,54,1,f
29215,54,2,f
24662,54,3,f
14601,54,2,f
3893,54,4,f
24340,54,1,f
8372,54,1,f
16873,54,1,t
45850,54,1,t
43546,54,1,f
40143,54,2,f
41636,54,2,f
42918,54,2,f
7129,54,3,f
44279,54,2,t
11965,54,1,f
9526,54,2,t
42215,54,3,f
16979,54,1,t
22299,54,2,t
15242,54,2,f
11553,54,1,t
35469,54,3,t
27389,55,1,f
45898,55,2,t
13923,55,2,f
34757,55,2,t
34190,55,3,t
37278,55,3,t
3885,55,2,t
31223,55,2,f
11452,55,4,t
17687,55,2,f
36385,55,2,f
40386,55,2,f
24006,55,3,t
11892,55,4,t
24681,55,2,t
5658,55,2,t
45288,55,2,t
37398,55,4,f
28502,55,2,f
4607,55,4,f
460,55,1,f
40028,55,3,f
41102,55,1,t
44172,55,3,t
10477,55,2,t
10108,55,4,f
39252,55,4,f
25528,55,2,t
17841,55,4,t
18321,55,1,t
19375,55,4,t
24446,55,3,f
33587,55,1,f
27712,55,1,t
35787,55,2,t
29412,55,1,t
21782,55,4,f
45842,55,2,t
19128,55,3,f
31168,55,2,f
7983,56,4,f
5641,56,1,f
5927,56,3,t
29414,56,4,f
5461,56,3,f
21124,56,4,f
18982,56,1,f
34303,56,2,t
929,56,4,t
4153,56,2,t
43433,56,3,t
19237,56,2,f
5564,56,3,t
43352,56,2,f
10006,56,3,t
33457,56,3,t
22717,56,3,f
15326,56,1,f
38555,56,1,f
44016,56,4,f
12721,56,1,t
31774,56,1,t
42428,56,1,f
27398,56,4,t
9225,56,4,f
32157,56,3,t
21526,56,1,f
1964,56,1,t
32142,56,1,f
8361,56,1,t
8195,56,4,t
30569,56,3,f
4710,56,3,t
7842,56,2,t
35253,56,4,t
43619,56,4,t
21548,56,3,t
8748,56,1,t
3782,56,3,t
37539,56,2,t
7691,57,4,t
34382,57,3,t
22349,57,1,t
4381,57,4,f
33298,57,3,t
27029,57,3,t
24351,57,3,f
19261,57,3,f
14937,57,2,f
12867,57,3,f
36935,57,2,t
45489,57,3,t
32525,57,3,t
15806,57,1,f
45755,57,3,f
4891,57,4,f
24123,57,3,f
43383,57,4,f
5214,57,4,f
22607,57,2,f
37919,57,2,t
40997,57,3,f
37638,57,2,f
40225,57,3,f
10370,57,4,t
6607,57,3,f
37120,57,2,t
943,57,4,f
23558,57,3,t
7408,57,2,f
38062,57,3,t
7611,57,4,f
42328,57,4,t
41336,57,3,f
38092,57,3,t
44168,57,1,f
40830,57,2,t
2654,57,3,f
40795,57,2,t
33100,57,2,t
29485,58,3,t
37403,58,4,f
15321,58,2,t
30979,58,2,f
42749,58,2,f
20546,58,2,t
20537,58,2,f
18165,58,2,t
44533,58,4,f
17687,58,1,f
44319,58,1,t
43933,58,1,f
28019,58,1,t
40654,58,4,f
503,58,1,t
34627,58,1,t
33504,58,2,f
390,58,2,t
34184,58,4,t
12963,58,4,t
38293,58,2,t
42726,58,3,t
5100,58,4,t
40144,58,2,t
25806,58,4,t
40700,58,1,f
6128,58,1,t
13908,58,2,t
14083,58,4,t
12998,58,2,f
13138,58,3,f
22763,58,2,t
43540,58,3,t
23932,58,4,t
18300,58,4,t
44262,58,2,t
23527,58,4,f
43811,58,3,f
39581,58,2,f
2218,58,4,t
42419,59,2,t
18105,59,1,f
19905,59,3,f
21557,59,2,t
45028,59,1,t
9538,59,4,t
28125,59,2,t
22215,59,1,f
27830,59,2,t
21371,59,1,f
42057,59,3,t
14625,59,1,t
5333,59,4,f
33532,59,3,f
41709,59,3,f
45301,59,3,t
14610,59,2,f
4317,59,1,t
25122,59,1,t
12735,59,3,t
8468,59,4,f
43364,59,2,f
20093,59,1,f
13063,59,3,t
9471,59,4,t
23329,59,1,t
37211,59,3,t
17999,59,2,t
1488,59,2,f
10804,59,1,t
19359,59,3,t
27589,59,3,t
35346,59,4,f
9840,59,2,f
8961,59,4,f
39805,59,1,f
15936,59,4,t
6525,59,1,t
17447,59,4,t
6976,59,1,f
31488,60,2,t
17210,60,4,t
45941,60,3,t
40316,60,4,f
31505,60,2,t
4284,60,4,t
13974,60,1,f
19285,60,3,t
11279,60,3,f
15571,60,2,t
42402,60,1,t
27361,60,4,f
28614,60,4,f
44648,60,3,f
22113,60,2,f
45713,60,4,t
18814,60,2,t
25560,60,4,t
22524,60,1,t
20624,60,3,t
23995,60,3,t
8089,60,4,f
15807,60,1,t
6238,60,1,t
5932,60,2,f
35886,60,3,f
7217,60,1,t
3049,60,2,f
39269,60,1,t
38159,60,1,t
29782,60,2,t
42656,60,1,t
28547,60,1,t
2854,60,2,f
1747,60,1,t
39770,60,2,t
18438,60,4,t
18489,60,1,t
12503,60,1,t
33650,60,3,t
18543,61,1,f
33424,61,3,t
1608,61,4,t
13671,61,3,f
21445,61,1,t
42107,61,4,t
32157,61,2,f
42827,61,4,f
43005,61,2,f
27827,61,2,t
21724,61,4,f
1179,61,2,f
36105,61,4,f
19602,61,1,t
18177,61,4,t
22519,61,4,f
24724,61,3,t
27766,61,2,f
34407,61,2,f
41861,61,4,t
280,61,3,t
16617,61,2,f
26031,61,4,t
24149,61,3,t
27990,61,2,f
6852,61,2,f
8653,61,2,t
5713,61,2,t
687,61,2,t
15554,61,3,f
11399,61,2,f
19547,61,1,t
35672,61,1,t
43671,61,2,f
14893,61,2,f
7687,61,4,f
32914,61,2,t
32476,61,2,f
12237,61,3,f
24298,61,4,t
23969,62,2,t
1240,62,2,f
38622,62,1,t
21325,62,3,t
27434,62,3,f
32640,62,2,f
10511,62,2,t
7693,62,4,t
3894,62,2,t
20799,62,3,f
38436,62,2,t
20453,62,2,t
3515,62,3,f
18539,62,3,f
34638,62,4,f
44214,62,1,t
27387,62,4,f
10595,62,3,f
36298,62,3,f
29571,62,1,f
6753,62,2,t
4843,62,1,t
25646,62,2,f
24763,62,1,f
6077,62,4,f
15430,62,1,t
19673,62,4,t
29905,62,2,t
31697,62,3,f
13348,62,2,f
36210,62,1,f
18534,62,3,f
11444,62,4,f
28979,62,2,f
41187,62,2,f
30672,62,4,f
33462,62,4,f
34837,62,2,f
33832,62,3,f
34944,62,4,f
29895,63,2,f
16575,63,1,f
36282,63,1,t
30367,63,4,f
14280,63,1,f
33169,63,2,f
31269,63,2,f
38254,63,4,f
41078,63,2,t
29955,63,2,t
45453,63,2,f
22853,63,3,t
365,63,1,f
26169,63,4,f
26815,63,2,t
30786,63,2,f
17824,63,2,t
21460,63,1,t
14528,63,4,f
1902,63,4,f
35408,63,2,f
34066,63,4,t
42102,63,1,f
29719,63,4,f
8264,63,1,f
10007,63,3,f
36267,63,4,f
29072,63,4,t
11308,63,4,f
8163,63,1,f
28560,63,4,t
23035,63,1,f
17404,63,3,f
2769,63,4,t
29542,63,1,f
28572,63,2,t
39854,63,2,f
16440,63,4,f
41930,63,3,t
38467,63,1,t
25946,64,4,f
30286,64,2,t
4386,64,4,t
44497,64,4,f
29409,64,3,f
10286,64,1,t
26605,64,1,t
39239,64,1,t
29664,64,1,f
20959,64,4,t
18795,64,4,t
7972,64,1,t
36459,64,4,f
20527,64,4,t
38050,64,2,f
40076,64,3,t
37484,64,3,f
26670,64,4,f
10527,64,1,t
1490,64,1,f
25874,64,3,f
42203,64,1,t
34399,64,3,f
41660,64,4,t
43599,64,4,f
18343,64,1,t
38437,64,3,t
13359,64,3,t
1845,64,1,f
9484,64,1,t
2635,64,4,t
16371,64,2,t
21201,64,3,t
43351,64,2,t
5822,64,2,t
25737,64,4,t
2895,64,3,f
25726,64,2,f
2299,64,4,f
44081,64,2,f
29074,65,3,t
41922,65,3,t
11272,65,4,t
8103,65,2,t
38601,65,1,t
16038,65,1,t
19227,65,2,f
42075,65,1,t
599,65,4,t
26269,65,3,t
23021,65,3,f
30299,65,4,f
25663,65,2,f
13276,65,3,f
37507,65,2,f
29718,65,4,f
18311,65,3,f
7618,65,4,t
23645,65,3,f
2224,65,1,f
29851,65,3,t
38584,65,4,t
41620,65,4,t
20828,65,1,f
23778,65,1,t
32638,65,1,f
42316,65,2,t
31127,65,3,t
38530,65,1,f
37588,65,3,f
31600,65,4,f
12904,65,4,f
23386,65,1,f
36364,65,4,t
21151,65,3,f
30493,65,1,t
13329,65,3,t
32430,65,2,f
18486,65,1,t
41504,65,4,t
41549,66,4,t
17977,66,1,f
18906,66,2,t
44159,66,4,f
3368,66,4,t
45960,66,4,t
32033,66,2,t
13092,66,3,f
43282,66,2,t
45469,66,3,t
35464,66,4,f
31039,66,4,f
4594,66,1,f
4966,66,1,f
8810,66,2,f
28298,66,2,f
30736,66,1,f
9071,66,1,t
30779,66,3,t
30969,66,4,f
7900,66,1,f
18000,66,4,t
24566,66,4,f
29820,66,4,t
29390,66,1,f
8834,66,3,t
28541,66,3,f
13769,66,1,t
14917,66,2,t
4731,66,2,t
39628,66,4,f
38641,66,3,f
38275,66,1,f
27611,66,3,f
37325,66,1,f
45136,66,4,f
38512,66,1,t
30165,66,1,t
13291,66,4,f
14068,66,2,t
20357,67,2,t
11993,67,3,t
12857,67,1,t
41695,67,3,f
20107,67,4,t
25290,67,2,t
39433,67,1,f
22735,67,2,f
34256,67,1,t
29151,67,2,t
41169,67,3,t
26509,67,4,t
25790,67,4,f
40005,67,4,t
27248,67,2,f
23424,67,1,f
44468,67,4,t
21215,67,1,t
16962,67,1,t
17560,67,1,t
2318,67,2,f
13572,67,3,t
7577,67,4,f
3120,67,4,f
3866,67,3,t
12157,67,4,f
16671,67,2,f
22221,67,4,t
39298,67,2,t
31532,67,1,f
44860,67,2,t
13016,67,2,f
33241,67,4,t
36920,67,4,f
22916,67,1,t
35163,67,4,f
18412,67,4,f
28536,67,2,t
366,67,4,t
4356,67,3,f
26958,68,4,t
29509,68,2,f
41514,68,3,f
5713,68,3,f
3730,68,3,t
14519,68,3,t
27657,68,2,t
36518,68,3,t
11650,68,1,f
21505,68,2,f
23235,68,1,f
34329,68,4,t
7936,68,4,f
37924,68,1,f
10362,68,3,f
16121,68,3,t
716,68,1,t
41442,68,1,t
321,68,3,f
8946,68,1,f
30663,68,1,t
43361,68,4,f
13553,68,1,f
19932,68,3,f
26495,68,4,t
13155,68,4,t
9230,68,3,t
25591,68,4,t
23743,68,3,f
5537,68,2,t
14026,68,4,t
12509,68,4,t
2152,68,4,t
31652,68,4,f
6281,68,1,f
42075,68,2,f
36335,68,3,f
1670,68,2,t
4455,68,1,t
4299,68,4,f
13477,69,2,t
31329,69,4,f
30115,69,3,t
20269,69,2,t
28509,69,2,t
44144,69,1,t
30157,69,4,f
24868,69,2,t
32882,69,4,t
5973,69,3,t
24449,69,2,f
20228,69,3,f
41877,69,3,f
2815,69,2,f
42885,69,4,t
20456,69,3,t
2484,69,2,t
7546,69,1,f
1461,69,1,t
247,69,4,t
14639,69,3,t
26659,69,3,t
3088,69,1,f
38919,69,2,f
45443,69,4,t
29241,69,3,t
32843,69,2,f
32212,69,1,t
9205,69,3,t
35260,69,3,t
44675,69,3,f
31608,69,2,t
13475,69,3,f
41065,69,4,f
3405,69,1,t
15115,69,2,f
38917,69,1,f
40247,69,3,f
31778,69,1,f
17240,69,3,f
28948,70,4,t
20553,70,3,f
35774,70,2,f
38772,70,4,f
33610,70,4,t
27037,70,4,f
4138,70,2,f
34712,70,4,t
32316,70,3,f
22621,70,1,t
39535,70,1,t
44375,70,2,f
42924,70,4,t
40200,70,2,f
34268,70,2,f
39235,70,2,t
12676,70,4,f
23402,70,2,f
30868,70,4,f
32097,70,1,t
40098,70,1,t
4453,70,1,t
1392,70,2,f
6636,70,3,f
1087,70,3,f
3277,70,4,t
574,70,3,f
34882,70,1,t
23167,70,4,t
36115,70,3,t
33673,70,2,f
34964,70,2,f
5665,70,1,f
31516,70,1,t
25586,70,3,t
40570,70,1,f
30623,70,1,f
23623,70,3,f
33154,70,1,f
31809,70,2,t
17579,71,2,t
24046,71,1,t
9593,71,4,t
26669,71,4,f
19191,71,3,f
5026,71,1,t
3775,71,4,t
19337,71,2,f
24095,71,2,t
22339,71,1,t
2215,71,1,t
10141,71,3,f
11158,71,3,t
11268,71,4,f
14985,71,3,f
25521,71,2,f
11037,71,1,f
15971,71,1,t
15610,71,3,t
28662,71,4,t
22136,71,3,t
16319,71,4,f
13063,71,1,t
36379,71,3,f
35739,71,4,t
2671,71,1,f
33697,71,2,t
23686,71,3,f
5608,71,1,f
11721,71,1,t
6996,71,3,t
31966,71,3,t
12837,71,2,t
9417,71,2,f
7039,71,3,f
37834,71,3,f
18153,71,2,t
24758,71,1,t
23741,71,2,t
41506,71,2,f
28517,72,4,t
39658,72,1,t
40452,72,3,t
24396,72,3,f
28556,72,1,t
29695,72,1,t
44725,72,3,t
39728,72,4,t
23291,72,3,f
41540,72,2,f
24889,72,2,t
23384,72,3,t
2719,72,4,t
34446,72,1,t
34552,72,4,t
2412,72,4,t
27595,72,4,t
19462,72,4,t
7997,72,1,f
37707,72,4,f
25186,72,4,f
7357,72,4,t
42734,72,3,t
18206,72,4,f
35686,72,3,t
30011,72,1,t
41352,72,1,t
16774,72,4,t
40260,72,1,t
6346,72,3,f
32529,72,1,t
19249,72,4,t
18858,72,4,f
36095,72,1,f
28619,72,1,t
14171,72,3,f
21330,72,4,f
42050,72,3,f
21540,72,3,f
15963,72,3,t
45731,73,3,f
36570,73,3,t
35829,73,4,t
10380,73,2,t
44137,73,1,f
29096,73,4,t
29956,73,1,t
9931,73,2,t
21741,73,3,t
10418,73,4,t
40307,73,1,t
3589,73,4,t
16071,73,4,t
42853,73,3,f
44826,73,3,f
40630,73,1,f
17432,73,2,t
15680,73,2,f
16700,73,2,f
27349,73,3,f
17887,73,4,f
7986,73,1,f
38983,73,1,t
26372,73,4,f
37422,73,1,f
20266,73,2,t
18464,73,1,f
17965,73,3,f
39569,73,2,t
30877,73,1,f
41540,73,4,f
8877,73,1,f
4469,73,2,f
27828,73,4,f
39239,73,1,f
25433,73,1,f
23187,73,2,t
22609,73,3,f
33886,73,2,f
9894,73,1,f
16791,74,4,f
16402,74,4,t
42765,74,2,f
22837,74,2,t
8381,74,4,t
983,74,4,f
29578,74,4,t
29074,74,3,t
38717,74,2,t
43148,74,2,t
7083,74,1,f
8361,74,4,t
27594,74,4,f
17341,74,1,t
4613,74,1,t
6754,74,1,f
42248,74,3,t
39999,74,1,t
43275,74,4,f
45983,74,2,t
11039,74,4,t
36590,74,4,f
44554,74,1,t
3665,74,3,f
20052,74,4,t
43158,74,1,t
33413,74,3,t
44271,74,4,t
20985,74,2,t
36962,74,3,t
45227,74,3,f
18817,74,1,t
23832,74,2,f
23621,74,4,t
39781,74,4,t
41719,74,1,t
45033,74,4,t
44307,74,2,f
44370,74,3,t
11915,74,4,t
33592,75,1,t
20496,75,2,t
18152,75,4,t
30455,75,4,t
12193,75,2,t
16899,75,2,t
45302,75,4,t
16862,75,4,f
36310,75,1,f
1208,75,3,t
38538,75,4,t
15822,75,1,f
19792,75,4,f
34668,75,1,f
44617,75,2,f
17167,75,2,t
38882,75,3,f
22667,75,1,f
3889,75,1,f
14268,75,2,f
13195,75,4,t
24236,75,1,t
7768,75,1,t
9342,75,4,t
22919,75,1,t
625,75,4,f
24687,75,1,f
5400,75,2,t
32579,75,2,t
43879,75,4,t
20439,75,1,t
5095,75,2,t
42711,75,1,f
6872,75,1,t
11097,75,3,t
28048,75,1,t
39730,75,1,t
36025,75,3,t
20064,75,3,t
30923,75,4,f
30523,76,4,f
3676,76,3,t
43785,76,4,f
39346,76,1,f
1740,76,4,f
36072,76,2,t
9684,76,2,t
29443,76,4,f
32142,76,3,f
28599,76,1,t
33285,76,3,f
12149,76,3,f
39386,76,3,t
4346,76,4,f
12046,76,4,f
31587,76,3,t
7415,76,3,t
45667,76,4,t
7001,76,3,t
20884,76,2,f
9427,76,3,t
41276,76,2,t
22164,76,3,f
26380,76,1,f
44227,76,2,f
36083,76,4,f
41710,76,2,f
35921,76,4,t
33998,76,3,f
23928,76,4,f
10884,76,2,t
29917,76,3,f
36634,76,1,t
25466,76,1,t
3622,76,4,f
5595,76,4,t
34896,76,4,t
40113,76,4,t
23854,76,4,t
5823,76,4,t
36474,77,4,f
4992,77,3,f
13414,77,3,t
36868,77,3,t
28014,77,4,f
20849,77,1,t
26628,77,3,t
6454,77,2,t
32673,77,2,f
18522,77,4,t
29212,77,1,t
5420,77,4,t
7789,77,1,t
15621,77,4,f
18135,77,4,t
13165,77,4,f
25023,77,2,t
19300,77,3,f
22721,77,3,t
37888,77,4,f
14161,77,3,t
10019,77,2,t
1373,77,1,t
15214,77,2,f
27311,77,3,f
22948,77,4,t
35867,77,1,t
22991,77,3,f
40671,77,4,f
10921,77,1,t
25376,77,3,t
949,77,4,t
4812,77,4,f
22204,77,2,f
45562,77,2,t
30927,77,3,f
27613,77,2,f
20793,77,1,t
26513,77,2,f
21768,77,4,f
24641,78,3,f
9065,78,2,f
27742,78,4,t
37190,78,1,f
281,78,1,t
1310,78,3,f
10964,78,3,f
40567,78,4,f
26679,78,3,t
14607,78,3,t
2139,78,2,t
24013,78,1,f
3156,78,4,t
506,78,1,t
11109,78,4,t
7972,78,2,f
31988,78,3,f
28121,78,2,f
20660,78,1,t
36489,78,2,t
15712,78,4,f
37193,78,3,t
3289,78,4,f
33790,78,2,f
13080,78,1,f
4052,78,1,t
9189,78,2,f
39405,78,2,f
29068,78,4,t
38671,78,2,t
42710,78,4,t
